Latitude (decimal degrees): 48.351
Longitude (decimal degrees): 10.164
Elevation (m): 492.0
Irradiance Time Offset (h): 0.1798
month,year
1,2021
2,2011
3,2021
4,2017
5,2012
6,2009
7,2015
8,2014
9,2009
10,2017
11,2007
12,2018
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20171015:1500,19.69,65.85,166.0,506.59,63.0,307.9,0.83,186.0,96100.0
20171015:1600,18.25,75.45,16.0,69.7,13.0,304.4,1.38,180.0,96110.0
20171015:1700,15.6,83.5,0.0,-0.0,0.0,299.0,2.0,188.0,96140.0
20171015:1800,13.49,89.45,0.0,-0.0,0.0,295.7,2.34,199.0,96140.0
20171015:1900,11.83,92.6,0.0,-0.0,0.0,291.05,2.21,205.0,96120.0
20171015:2000,11.1,95.9,0.0,-0.0,0.0,288.55,2.21,212.0,96130.0
20171015:2100,10.63,95.9,0.0,-0.0,0.0,286.4,2.21,216.0,96140.0
20171015:2200,10.3,92.5,0.0,-0.0,0.0,284.65,2.28,217.0,96120.0
20171015:2300,10.11,92.5,0.0,-0.0,0.0,283.3,2.41,219.0,96100.0
20171016:0000,10.05,89.2,0.0,-0.0,0.0,281.75,2.55,221.0,96100.0
20171016:0100,9.93,86.0,0.0,-0.0,0.0,280.9,2.55,225.0,96110.0
20171016:0200,9.75,85.95,0.0,-0.0,0.0,280.6,2.48,227.0,96100.0
20171016:0300,9.5,85.95,0.0,-0.0,0.0,281.0,2.48,228.0,96100.0
20171016:0400,9.19,85.95,0.0,-0.0,0.0,281.4,2.41,226.0,96090.0
20171016:0500,8.87,85.95,0.0,-0.0,0.0,281.55,2.34,227.0,96090.0
20171016:0600,8.49,89.1,37.0,149.91,26.0,281.95,2.21,225.0,96090.0
20171016:0700,9.78,89.2,193.0,548.18,67.0,286.05,1.79,212.0,96190.0
20171016:0800,13.57,83.35,339.0,691.72,88.0,292.05,1.45,210.0,96230.0
20171016:0900,16.29,77.85,447.0,714.36,116.0,302.1,1.45,211.0,96220.0
20171016:1000,18.42,68.05,529.0,804.64,107.0,302.1,1.31,206.0,96190.0
20171016:1100,20.09,63.7,547.0,800.7,113.0,307.5,1.17,201.0,96150.0
20171016:1200,21.17,57.55,509.0,757.48,119.0,312.15,0.9,192.0,96140.0
20171016:1300,21.69,53.75,439.0,771.12,96.0,315.25,0.62,176.0,96100.0
20171016:1400,21.74,53.75,315.0,695.09,81.0,315.65,0.62,145.0,96080.0
20171016:1500,21.07,61.7,160.0,495.6,62.0,315.25,0.76,123.0,96080.0
20171016:1600,19.17,73.05,11.0,0.0,11.0,310.8,1.24,122.0,96070.0
20171016:1700,16.25,80.65,0.0,-0.0,0.0,304.8,1.52,133.0,96090.0
20171016:1800,14.49,83.45,0.0,-0.0,0.0,299.95,1.59,150.0,96120.0
20171016:1900,12.65,86.25,0.0,-0.0,0.0,293.4,1.79,168.0,96090.0
20171016:2000,10.76,92.5,0.0,-0.0,0.0,290.85,2.28,183.0,96100.0
20171016:2100,9.71,95.85,0.0,-0.0,0.0,287.95,2.14,190.0,96090.0
20171016:2200,8.85,92.45,0.0,-0.0,0.0,285.65,1.93,201.0,96050.0
20171016:2300,8.03,95.8,0.0,-0.0,0.0,283.5,1.79,214.0,96010.0
20171017:0000,7.47,95.8,0.0,-0.0,0.0,281.95,1.66,223.0,95970.0
20171017:0100,7.02,95.8,0.0,-0.0,0.0,280.5,1.66,223.0,95960.0
20171017:0200,6.65,95.8,0.0,-0.0,0.0,279.45,1.66,221.0,95930.0
20171017:0300,6.31,95.8,0.0,-0.0,0.0,278.3,1.72,219.0,95920.0
20171017:0400,6.02,95.75,0.0,-0.0,0.0,277.5,1.79,217.0,95900.0
20171017:0500,5.81,95.75,0.0,-0.0,0.0,278.3,1.93,216.0,95900.0
20171017:0600,5.75,95.75,35.0,159.5,24.0,279.05,1.93,217.0,95910.0
20171017:0700,8.19,95.8,191.0,550.56,67.0,278.5,2.07,213.0,96010.0
20171017:0800,12.4,83.25,342.0,717.85,85.0,285.85,1.66,216.0,96010.0
20171017:0900,15.01,77.75,448.0,730.99,113.0,286.05,1.38,221.0,95970.0
20171017:1000,17.22,70.2,528.0,807.02,109.0,287.95,1.03,224.0,95930.0
20171017:1100,18.87,63.5,543.0,784.56,122.0,293.0,0.62,219.0,95850.0
20171017:1200,19.97,57.3,508.0,757.86,122.0,297.05,0.34,183.0,95770.0
20171017:1300,20.46,53.5,440.0,787.76,94.0,299.4,0.41,123.0,95670.0
20171017:1400,20.46,53.5,313.0,700.79,81.0,300.15,0.69,93.0,95620.0
20171017:1500,19.75,61.4,147.0,395.4,71.0,300.35,0.83,70.0,95590.0
20171017:1600,18.0,67.95,9.0,0.0,9.0,299.75,1.52,66.0,95580.0
20171017:1700,15.13,80.55,0.0,-0.0,0.0,297.65,1.79,78.0,95560.0
20171017:1800,13.25,86.3,0.0,-0.0,0.0,297.25,1.66,90.0,95550.0
20171017:1900,14.24,77.65,0.0,-0.0,0.0,291.85,0.9,184.0,95490.0
20171017:2000,11.75,86.15,0.0,-0.0,0.0,292.05,1.24,218.0,95470.0
20171017:2100,9.75,92.45,0.0,-0.0,0.0,296.85,1.66,224.0,95470.0
20171017:2200,8.7,95.85,0.0,-0.0,0.0,297.25,1.72,223.0,95430.0
20171017:2300,8.16,95.8,0.0,-0.0,0.0,296.3,1.79,225.0,95360.0
20171018:0000,7.76,95.8,0.0,-0.0,0.0,293.95,1.79,222.0,95330.0
20171018:0100,7.43,95.8,0.0,-0.0,0.0,292.7,1.86,220.0,95290.0
20171018:0200,7.0,95.8,0.0,-0.0,0.0,284.85,1.86,220.0,95270.0
20171018:0300,6.65,99.4,0.0,-0.0,0.0,283.3,1.79,223.0,95230.0
20171018:0400,6.33,95.8,0.0,-0.0,0.0,281.6,1.79,226.0,95230.0
20171018:0500,5.95,95.75,0.0,-0.0,0.0,277.3,1.79,230.0,95200.0
20171018:0600,5.66,99.4,26.0,61.97,22.0,276.55,1.79,231.0,95190.0
20171018:0700,7.02,95.8,148.0,240.27,95.0,274.2,1.52,229.0,95250.0
20171018:0800,11.35,83.1,327.0,656.94,95.0,280.4,1.1,235.0,95250.0
20171018:0900,14.16,74.95,437.0,706.08,117.0,281.2,0.97,240.0,95240.0
20171018:1000,16.44,67.65,513.0,768.58,118.0,286.8,0.69,250.0,95220.0
20171018:1100,17.99,58.9,525.0,732.31,136.0,291.05,0.34,287.0,95200.0
20171018:1200,18.83,54.95,502.0,764.16,117.0,294.55,0.41,19.0,95130.0
20171018:1300,19.17,51.25,419.0,712.54,110.0,296.85,0.83,44.0,95080.0
20171018:1400,19.08,51.25,303.0,678.93,82.0,297.05,0.97,57.0,95050.0
20171018:1500,18.46,59.05,150.0,487.33,59.0,296.3,0.76,74.0,95050.0
20171018:1600,16.83,75.25,7.0,0.0,7.0,293.0,0.83,97.0,95060.0
20171018:1700,15.52,69.9,0.0,-0.0,0.0,288.55,0.97,127.0,95090.0
20171018:1800,13.37,74.85,0.0,-0.0,0.0,285.45,1.24,156.0,95100.0
20171018:1900,11.26,86.1,0.0,-0.0,0.0,283.9,1.45,192.0,95070.0
20171018:2000,8.87,92.45,0.0,-0.0,0.0,282.75,1.93,208.0,95090.0
20171018:2100,7.72,95.8,0.0,-0.0,0.0,281.2,1.79,215.0,95100.0
20171018:2200,7.17,95.8,0.0,-0.0,0.0,280.05,1.59,215.0,95090.0
20171018:2300,6.76,95.8,0.0,-0.0,0.0,278.5,1.45,209.0,95060.0
20171019:0000,6.13,99.4,0.0,-0.0,0.0,276.95,1.52,207.0,95030.0
20171019:0100,5.58,99.4,0.0,-0.0,0.0,275.7,1.59,206.0,95020.0
20171019:0200,5.12,99.4,0.0,-0.0,0.0,275.6,1.59,207.0,94990.0
20171019:0300,4.85,99.4,0.0,-0.0,0.0,275.95,1.45,208.0,94980.0
20171019:0400,4.77,95.75,0.0,-0.0,0.0,274.8,1.38,207.0,94980.0
20171019:0500,4.71,99.4,0.0,-0.0,0.0,275.6,1.38,206.0,94970.0
20171019:0600,4.66,99.4,24.0,66.53,20.0,275.6,1.31,202.0,94970.0
20171019:0700,6.34,92.3,145.0,259.33,89.0,278.5,1.17,195.0,95060.0
20171019:0800,10.7,83.0,313.0,620.18,97.0,289.3,0.69,198.0,95090.0
20171019:0900,13.61,74.85,318.0,238.77,211.0,293.2,0.34,181.0,95090.0
20171019:1000,15.76,69.9,487.0,690.02,136.0,300.75,0.41,118.0,95100.0
20171019:1100,17.18,63.05,506.0,697.98,139.0,302.3,0.76,94.0,95080.0
20171019:1200,18.16,58.9,408.0,397.33,210.0,306.95,1.1,84.0,95020.0
20171019:1300,18.63,54.95,402.0,675.02,113.0,309.45,1.52,79.0,94960.0
20171019:1400,18.47,54.95,288.0,628.11,87.0,308.1,1.86,77.0,94960.0
20171019:1500,17.55,63.2,153.0,573.61,49.0,303.85,1.79,72.0,94920.0
20171019:1600,15.67,69.9,4.0,0.0,4.0,301.3,2.41,72.0,94930.0
20171019:1700,13.79,77.6,0.0,-0.0,0.0,295.3,2.62,80.0,94950.0
20171019:1800,12.6,80.3,0.0,-0.0,0.0,291.85,2.55,87.0,94940.0
20171019:1900,11.61,86.15,0.0,-0.0,0.0,293.0,2.28,88.0,94950.0
20171019:2000,10.84,89.3,0.0,-0.0,0.0,289.5,2.28,88.0,94940.0
20171019:2100,10.22,92.5,0.0,-0.0,0.0,287.4,2.14,89.0,94930.0
20171019:2200,9.67,92.45,0.0,-0.0,0.0,286.2,2.07,86.0,94930.0
20171019:2300,8.96,95.85,0.0,-0.0,0.0,282.95,1.93,85.0,94890.0
20171020:0000,8.1,95.8,0.0,-0.0,0.0,281.95,1.45,97.0,94860.0
20171020:0100,8.79,92.45,0.0,-0.0,0.0,281.5,0.9,156.0,94880.0
20171020:0200,6.74,95.8,0.0,-0.0,0.0,281.2,1.52,212.0,94860.0
20171020:0300,6.32,95.8,0.0,-0.0,0.0,285.65,1.93,219.0,94880.0
20171020:0400,7.02,95.8,0.0,-0.0,0.0,291.05,2.34,220.0,94890.0
20171020:0500,7.92,92.4,0.0,-0.0,0.0,286.05,2.69,225.0,94920.0
20171020:0600,8.62,89.1,23.0,89.77,18.0,282.95,2.9,232.0,94940.0
20171020:0700,10.06,82.95,162.0,425.94,72.0,287.95,2.76,232.0,95030.0
20171020:0800,12.43,77.45,309.0,631.88,92.0,290.85,2.34,232.0,95060.0
20171020:0900,14.91,69.85,212.0,40.63,194.0,297.25,2.28,229.0,95090.0
20171020:1000,16.95,63.05,456.0,582.0,163.0,296.5,2.34,227.0,95100.0
20171020:1100,18.36,59.05,357.0,201.76,252.0,302.3,2.48,228.0,95120.0
20171020:1200,19.01,55.05,410.0,428.11,199.0,308.65,2.62,231.0,95090.0
20171020:1300,19.14,55.05,372.0,546.55,141.0,317.2,2.62,230.0,95070.0
20171020:1400,18.85,57.1,150.0,47.69,135.0,328.05,2.55,222.0,95100.0
20171020:1500,17.71,60.95,109.0,204.61,73.0,321.85,2.83,224.0,95090.0
20171020:1600,16.09,62.85,0.0,0.0,0.0,313.3,2.83,225.0,95150.0
20171020:1700,14.56,64.95,0.0,-0.0,0.0,310.6,2.76,231.0,95190.0
20171020:1800,13.88,67.25,0.0,-0.0,0.0,325.1,2.69,235.0,95230.0
20171020:1900,13.0,74.75,0.0,-0.0,0.0,340.0,2.97,229.0,95240.0
20171020:2000,12.82,77.5,0.0,-0.0,0.0,346.0,2.76,229.0,95270.0
20171020:2100,12.49,80.3,0.0,-0.0,0.0,344.65,2.55,227.0,95270.0
20171020:2200,12.13,83.15,0.0,-0.0,0.0,345.05,2.41,221.0,95270.0
20171020:2300,11.83,83.15,0.0,-0.0,0.0,339.85,2.34,217.0,95240.0
20171021:0000,11.52,86.15,0.0,-0.0,0.0,333.85,2.28,220.0,95230.0
20171021:0100,11.35,86.15,0.0,-0.0,0.0,346.35,2.28,225.0,95230.0
20171021:0200,11.2,89.3,0.0,-0.0,0.0,330.55,2.41,226.0,95220.0
20171021:0300,11.15,89.3,0.0,-0.0,0.0,328.8,2.48,227.0,95210.0
20171021:0400,11.29,86.15,0.0,-0.0,0.0,336.95,2.62,226.0,95230.0
20171021:0500,11.43,86.15,0.0,-0.0,0.0,340.2,2.55,223.0,95230.0
20171021:0600,11.45,86.15,3.0,0.0,3.0,337.3,2.55,217.0,95230.0
20171021:0700,12.03,92.6,94.0,53.23,83.0,365.4,2.62,222.0,95270.0
20171021:0800,12.74,92.6,225.0,212.67,153.0,367.5,2.62,216.0,95300.0
20171021:0900,13.31,86.35,423.0,755.72,92.0,369.45,2.83,210.0,95300.0
20171021:1000,14.31,80.55,429.0,493.78,183.0,343.3,2.97,208.0,95280.0
20171021:1100,15.56,77.8,374.0,258.22,241.0,338.85,3.24,213.0,95220.0
20171021:1200,16.58,72.65,311.0,153.87,236.0,338.5,3.59,224.0,95140.0
20171021:1300,17.1,70.2,348.0,462.61,155.0,347.75,3.66,230.0,95090.0
20171021:1400,17.01,70.2,150.0,54.99,133.0,332.3,3.03,223.0,95100.0
20171021:1500,16.62,72.65,99.0,164.1,71.0,332.65,2.62,221.0,95080.0
20171021:1600,15.4,75.1,0.0,0.0,0.0,323.95,2.28,219.0,95080.0
20171021:1700,14.35,75.0,0.0,-0.0,0.0,335.2,2.14,223.0,95070.0
20171021:1800,13.55,80.4,0.0,-0.0,0.0,334.6,2.14,238.0,95100.0
20171021:1900,12.42,80.3,0.0,-0.0,0.0,311.75,2.14,224.0,95050.0
20171021:2000,12.03,83.15,0.0,-0.0,0.0,331.1,2.69,250.0,95080.0
20171021:2100,11.77,92.55,0.0,-0.0,0.0,350.5,4.14,289.0,95210.0
20171021:2200,10.67,89.25,0.0,-0.0,0.0,356.3,3.66,297.0,95280.0
20171021:2300,10.07,86.0,0.0,-0.0,0.0,351.45,2.62,263.0,95320.0
20171022:0000,9.88,86.0,0.0,-0.0,0.0,336.95,2.9,233.0,95290.0
20171022:0100,9.61,89.15,0.0,-0.0,0.0,322.7,3.45,222.0,95250.0
20171022:0200,9.47,89.15,0.0,-0.0,0.0,330.75,3.72,223.0,95210.0
20171022:0300,9.13,89.1,0.0,-0.0,0.0,318.95,3.66,231.0,95170.0
20171022:0400,8.68,89.1,0.0,-0.0,0.0,307.9,3.45,238.0,95180.0
20171022:0500,8.35,89.1,0.0,-0.0,0.0,304.4,3.24,238.0,95170.0
20171022:0600,8.16,92.4,14.0,0.0,14.0,307.1,3.17,237.0,95180.0
20171022:0700,8.09,85.85,170.0,564.38,56.0,284.65,4.07,231.0,95280.0
20171022:0800,8.88,79.85,314.0,707.27,78.0,276.35,4.62,235.0,95280.0
20171022:0900,9.33,71.5,346.0,371.89,185.0,278.5,5.17,241.0,95260.0
20171022:1000,10.13,64.0,492.0,789.1,103.0,291.25,5.52,246.0,95230.0
20171022:1100,10.54,57.3,220.0,17.66,211.0,277.1,5.66,249.0,95200.0
20171022:1200,10.84,55.3,347.0,240.65,231.0,279.85,5.66,254.0,95130.0
20171022:1300,10.7,55.15,314.0,315.7,184.0,280.4,5.31,254.0,95080.0
20171022:1400,10.13,57.15,211.0,246.88,136.0,302.65,5.17,256.0,95080.0
20171022:1500,9.32,61.55,85.0,96.75,69.0,282.75,4.14,251.0,95080.0
20171022:1600,8.8,61.45,0.0,0.0,0.0,294.95,4.07,248.0,95120.0
20171022:1700,7.75,68.6,0.0,-0.0,0.0,283.1,3.86,248.0,95150.0
20171022:1800,7.17,76.65,0.0,-0.0,0.0,291.05,3.72,248.0,95200.0
20171022:1900,6.77,79.55,0.0,-0.0,0.0,308.5,3.38,254.0,95260.0
20171022:2000,6.48,82.55,0.0,-0.0,0.0,318.55,3.38,245.0,95290.0
20171022:2100,6.06,88.9,0.0,-0.0,0.0,321.65,3.45,243.0,95300.0
20171022:2200,5.77,88.9,0.0,-0.0,0.0,327.65,3.45,247.0,95300.0
20171022:2300,5.52,92.25,0.0,-0.0,0.0,308.1,3.38,253.0,95300.0
20171023:0000,5.44,88.85,0.0,-0.0,0.0,296.1,3.45,255.0,95270.0
20171023:0100,5.67,92.25,0.0,-0.0,0.0,307.6,3.59,256.0,95310.0
20171023:0200,5.72,88.9,0.0,-0.0,0.0,313.7,3.86,260.0,95320.0
20171023:0300,5.59,88.85,0.0,-0.0,0.0,304.8,3.72,260.0,95320.0
20171023:0400,5.68,88.85,0.0,-0.0,0.0,327.85,3.93,265.0,95350.0
20171023:0500,5.66,88.85,0.0,-0.0,0.0,312.95,3.52,264.0,95370.0
20171023:0600,5.74,85.65,8.0,0.0,8.0,318.75,3.31,261.0,95400.0
20171023:0700,5.77,85.65,106.0,106.42,85.0,314.65,3.72,265.0,95460.0
20171023:0800,6.37,82.55,199.0,139.9,153.0,312.35,4.48,269.0,95490.0
20171023:0900,6.84,76.65,174.0,14.02,168.0,305.55,4.55,269.0,95510.0
20171023:1000,7.53,73.9,227.0,28.7,213.0,318.95,4.55,271.0,95550.0
20171023:1100,8.47,66.15,128.0,0.0,128.0,304.4,4.69,276.0,95570.0
20171023:1200,8.49,71.35,243.0,50.35,219.0,314.65,4.14,277.0,95550.0
20171023:1300,8.63,71.35,112.0,0.0,112.0,318.35,4.0,281.0,95560.0
20171023:1400,8.61,74.05,91.0,0.0,91.0,318.55,3.45,280.0,95580.0
20171023:1500,8.43,74.05,58.0,18.73,55.0,311.4,3.17,278.0,95630.0
20171023:1600,8.0,76.8,0.0,0.0,0.0,303.25,2.97,275.0,95670.0
20171023:1700,7.52,76.7,0.0,-0.0,0.0,301.5,2.9,269.0,95730.0
20171023:1800,7.32,76.7,0.0,-0.0,0.0,305.2,2.97,260.0,95780.0
20171023:1900,7.35,79.65,0.0,-0.0,0.0,318.35,3.1,248.0,95810.0
20171023:2000,7.39,79.65,0.0,-0.0,0.0,333.85,3.24,245.0,95840.0
20171023:2100,7.34,82.65,0.0,-0.0,0.0,332.3,3.24,243.0,95870.0
20171023:2200,7.35,82.65,0.0,-0.0,0.0,335.0,3.24,241.0,95880.0
20171023:2300,7.4,85.8,0.0,-0.0,0.0,339.45,3.24,242.0,95880.0
20171024:0000,7.43,85.8,0.0,-0.0,0.0,338.65,3.03,242.0,95900.0
20171024:0100,7.5,89.0,0.0,-0.0,0.0,340.7,2.83,242.0,95910.0
20171024:0200,7.59,89.0,0.0,-0.0,0.0,343.5,2.69,240.0,95940.0
20171024:0300,7.57,89.0,0.0,-0.0,0.0,339.45,2.55,239.0,95940.0
20171024:0400,7.41,89.0,0.0,-0.0,0.0,329.55,2.41,229.0,95970.0
20171024:0500,7.21,92.35,0.0,-0.0,0.0,325.1,2.48,218.0,95990.0
20171024:0600,7.0,89.0,2.0,0.0,2.0,318.75,2.62,216.0,96000.0
20171024:0700,7.39,89.0,67.0,10.38,65.0,337.3,2.9,218.0,96080.0
20171024:0800,7.76,85.85,200.0,154.35,150.0,340.8,2.62,219.0,96090.0
20171024:0900,8.43,82.75,258.0,130.08,203.0,343.9,2.9,220.0,96120.0
20171024:1000,9.18,79.85,347.0,244.53,229.0,343.3,3.03,221.0,96080.0
20171024:1100,9.59,79.9,411.0,404.73,209.0,347.55,2.9,225.0,96060.0
20171024:1200,10.33,74.4,463.0,765.94,102.0,345.45,2.97,229.0,96040.0
20171024:1300,10.87,71.75,374.0,670.65,105.0,349.7,2.83,227.0,95980.0
20171024:1400,11.31,69.25,254.0,566.09,88.0,344.1,2.62,228.0,95990.0
20171024:1500,11.3,71.85,115.0,406.25,52.0,339.65,2.21,227.0,96000.0
20171024:1600,10.86,74.45,0.0,-0.0,0.0,335.95,2.21,222.0,96030.0
20171024:1700,9.82,77.1,0.0,-0.0,0.0,307.5,2.41,215.0,96050.0
20171024:1800,9.31,79.9,0.0,-0.0,0.0,306.15,2.55,214.0,96030.0
20171024:1900,8.94,85.95,0.0,-0.0,0.0,305.0,2.28,221.0,96070.0
20171024:2000,8.44,89.1,0.0,-0.0,0.0,295.1,2.48,219.0,96030.0
20171024:2100,8.29,89.1,0.0,-0.0,0.0,295.9,2.62,220.0,96020.0
20171024:2200,8.26,85.9,0.0,-0.0,0.0,299.75,2.55,223.0,95980.0
20171024:2300,8.05,89.05,0.0,-0.0,0.0,291.85,2.48,224.0,95960.0
20171025:0000,8.4,85.9,0.0,-0.0,0.0,318.75,2.28,225.0,95930.0
20171025:0100,8.38,82.75,0.0,-0.0,0.0,314.2,2.14,227.0,95910.0
20171025:0200,8.67,82.75,0.0,-0.0,0.0,333.05,1.93,230.0,95900.0
20171025:0300,8.39,82.75,0.0,-0.0,0.0,318.15,1.86,226.0,95860.0
20171025:0400,8.27,82.75,0.0,-0.0,0.0,322.4,1.79,220.0,95840.0
20171025:0500,7.93,82.7,0.0,-0.0,0.0,312.75,1.86,214.0,95840.0
20171025:0600,7.63,85.8,8.0,0.0,8.0,307.9,1.93,215.0,95830.0
20171025:0700,8.92,85.95,98.0,106.36,78.0,318.75,2.21,218.0,95930.0
20171025:0800,10.58,83.0,196.0,159.83,145.0,333.25,2.14,221.0,95960.0
20171025:0900,12.69,77.45,414.0,804.26,78.0,320.1,2.55,226.0,95980.0
20171025:1000,14.52,69.85,302.0,148.73,231.0,307.3,2.76,229.0,95970.0
20171025:1100,15.95,70.0,358.0,255.15,232.0,311.95,2.97,231.0,95940.0
20171025:1200,16.56,67.65,448.0,736.03,105.0,317.75,2.97,231.0,95910.0
20171025:1300,17.0,65.35,375.0,722.54,89.0,323.95,3.03,236.0,95870.0
20171025:1400,17.04,65.35,252.0,604.06,78.0,325.1,2.76,237.0,95870.0
20171025:1500,16.34,70.1,117.0,493.24,43.0,310.2,2.41,229.0,95860.0
20171025:1600,14.67,75.0,0.0,-0.0,0.0,308.1,2.55,231.0,95890.0
20171025:1700,13.2,80.35,0.0,-0.0,0.0,302.5,2.48,242.0,95940.0
20171025:1800,12.24,86.2,0.0,-0.0,0.0,305.2,2.41,240.0,95950.0
20171025:1900,11.48,89.3,0.0,-0.0,0.0,302.1,2.34,243.0,95970.0
20171025:2000,11.02,92.55,0.0,-0.0,0.0,312.55,2.0,254.0,96020.0
20171025:2100,10.57,95.9,0.0,-0.0,0.0,316.8,1.72,257.0,96080.0
20171025:2200,10.0,95.9,0.0,-0.0,0.0,320.65,1.52,244.0,96070.0
20171025:2300,9.3,95.85,0.0,-0.0,0.0,317.55,1.31,229.0,96080.0
20171026:0000,9.18,99.4,0.0,-0.0,0.0,320.85,0.97,230.0,96090.0
20171026:0100,9.22,99.4,0.0,-0.0,0.0,328.9,0.97,214.0,96110.0
20171026:0200,8.76,95.85,0.0,-0.0,0.0,329.55,1.17,189.0,96080.0
20171026:0300,8.27,95.85,0.0,-0.0,0.0,316.4,1.17,182.0,96060.0
20171026:0400,7.79,95.8,0.0,-0.0,0.0,316.05,1.1,178.0,96060.0
20171026:0500,7.36,99.4,0.0,-0.0,0.0,323.55,0.9,182.0,96080.0
20171026:0600,6.93,99.4,6.0,0.0,6.0,317.4,0.97,190.0,96040.0
20171026:0700,8.54,99.4,90.0,76.34,76.0,320.65,1.31,206.0,96080.0
20171026:0800,11.03,92.55,223.0,273.68,137.0,311.55,1.24,218.0,96080.0
20171026:0900,13.08,86.3,368.0,576.63,130.0,319.9,1.59,230.0,96050.0
20171026:1000,14.69,80.55,456.0,732.71,110.0,321.25,2.0,239.0,96040.0
20171026:1100,16.18,77.85,478.0,757.28,108.0,312.55,2.21,250.0,96020.0
20171026:1200,17.28,72.7,446.0,740.09,105.0,310.8,2.28,257.0,95970.0
20171026:1300,17.82,70.3,368.0,706.59,92.0,315.05,2.28,258.0,95920.0
20171026:1400,17.81,70.3,225.0,427.68,104.0,313.7,2.21,252.0,95880.0
20171026:1500,17.11,72.7,96.0,282.67,55.0,315.25,1.79,252.0,95890.0
20171026:1600,15.48,80.6,0.0,-0.0,0.0,310.4,2.0,252.0,95910.0
20171026:1700,13.82,83.4,0.0,-0.0,0.0,308.1,2.14,241.0,95910.0
20171026:1800,12.61,86.25,0.0,-0.0,0.0,304.4,2.21,239.0,95900.0
20171026:1900,11.72,92.55,0.0,-0.0,0.0,309.85,2.21,232.0,95880.0
20171026:2000,11.34,89.3,0.0,-0.0,0.0,315.45,2.28,231.0,95850.0
20171026:2100,11.14,92.55,0.0,-0.0,0.0,309.25,2.55,232.0,95820.0
20171026:2200,11.22,89.3,0.0,-0.0,0.0,313.1,2.76,234.0,95760.0
20171026:2300,11.28,86.15,0.0,-0.0,0.0,312.55,2.83,240.0,95710.0
20171027:0000,11.17,86.1,0.0,-0.0,0.0,307.5,2.9,246.0,95670.0
20171027:0100,11.16,86.1,0.0,-0.0,0.0,318.25,2.83,251.0,95610.0
20171027:0200,11.14,86.1,0.0,-0.0,0.0,322.4,2.76,255.0,95550.0
20171027:0300,11.25,86.1,0.0,-0.0,0.0,333.65,2.76,257.0,95490.0
20171027:0400,11.39,86.15,0.0,-0.0,0.0,343.3,2.83,263.0,95470.0
20171027:0500,11.39,89.3,0.0,-0.0,0.0,354.55,3.24,275.0,95450.0
20171027:0600,11.18,95.9,1.0,0.0,1.0,354.95,3.86,284.0,95460.0
20171027:0700,11.01,95.9,50.0,0.0,50.0,365.75,4.69,298.0,95510.0
20171027:0800,10.41,92.5,89.0,0.0,89.0,354.95,5.38,303.0,95590.0
20171027:0900,9.67,92.45,68.0,0.0,68.0,354.95,5.17,317.0,95690.0
20171027:1000,9.25,92.45,195.0,14.99,188.0,339.25,4.41,318.0,95810.0
20171027:1100,9.41,82.9,416.0,473.74,187.0,329.75,4.55,312.0,95870.0
20171027:1200,10.26,77.1,246.0,70.25,214.0,302.65,5.1,316.0,95890.0
20171027:1300,10.88,64.25,285.0,290.58,173.0,280.05,5.1,317.0,95900.0
20171027:1400,10.83,61.85,105.0,14.4,101.0,285.85,4.76,315.0,95980.0
20171027:1500,10.4,61.75,99.0,349.66,50.0,291.85,4.0,310.0,96030.0
20171027:1600,9.71,66.35,0.0,-0.0,0.0,291.45,3.52,303.0,96100.0
20171027:1700,8.81,68.8,0.0,-0.0,0.0,275.2,3.1,292.0,96160.0
20171027:1800,8.13,73.95,0.0,-0.0,0.0,270.75,3.1,286.0,96220.0
20171027:1900,7.87,71.25,0.0,-0.0,0.0,280.6,2.76,287.0,96330.0
20171027:2000,7.43,73.9,0.0,-0.0,0.0,281.75,2.48,277.0,96340.0
20171027:2100,6.81,76.65,0.0,-0.0,0.0,269.0,2.41,273.0,96320.0
20171027:2200,6.35,79.5,0.0,-0.0,0.0,265.3,2.48,277.0,96300.0
20171027:2300,6.25,79.5,0.0,-0.0,0.0,282.35,2.21,270.0,96240.0
20171028:0000,5.81,85.65,0.0,-0.0,0.0,273.65,2.14,263.0,96210.0
20171028:0100,5.63,88.85,0.0,-0.0,0.0,279.75,2.14,259.0,96160.0
20171028:0200,5.62,88.85,0.0,-0.0,0.0,290.3,2.14,252.0,96100.0
20171028:0300,5.95,85.65,0.0,-0.0,0.0,311.55,2.21,257.0,96050.0
20171028:0400,6.17,88.9,0.0,-0.0,0.0,317.4,2.48,258.0,96030.0
20171028:0500,6.23,85.7,0.0,-0.0,0.0,314.85,2.9,256.0,95990.0
20171028:0600,6.18,88.9,0.0,0.0,0.0,306.55,3.31,254.0,95940.0
20171028:0700,6.06,85.65,45.0,0.0,45.0,321.65,3.66,256.0,95990.0
20171028:0800,6.54,79.5,164.0,82.09,139.0,315.25,5.38,259.0,95990.0
20171028:0900,7.34,71.15,133.0,2.48,132.0,314.65,6.07,262.0,95930.0
20171028:1000,8.09,66.05,154.0,2.16,153.0,319.7,6.0,260.0,95850.0
20171028:1100,8.61,61.3,284.0,102.46,235.0,327.45,6.14,261.0,95800.0
20171028:1200,8.96,61.45,227.0,46.63,206.0,331.9,5.93,262.0,95720.0
